Pháp lý,Hướng,Chính chủ,Đường trước nhà,Giá,url,Địa chỉ tài sản,Mã tin,Số phòng ngủ,Loại BDS,Chiều dài,Diện tích,Sân thượng,Thuộc dự án,Phòng ăn,Loại tin,Chổ để xe hơi,Chiều ngang,Nhà bếp,Số lầu
---,_,---,"4,5m","6,4 tỷ",https://alonhadat.com.vn/ban-nha-hem-xe-hoi-4-5m-thong-duong-bui-quang-la-p-12-3-7-x-20-2-tang-gia-6-4-ty-tl-17412791.html,"Đường Bùi Quang Là, Phường 12, Quận Gò Vấp, Hồ Chí Minh",17412791.0,3,Nhà trong hẻm,20m,70 m2,,,,Cần bán,,"3,7m",,1
---,_,---,4m,"6,95 tỷ",https://alonhadat.com.vn/ban-nha-hem-xe-hoi-duong-huynh-van-nghe-p-15-4-x-15-3-tang-gia-6-95-ty-tl-17412547.html,"Đường Huỳnh Văn Nghệ, Phường 15, Quận Tân Bình, Hồ Chí Minh",17412547.0,3,Nhà trong hẻm,15m,60 m2,---,,---,Cần bán,---,4m,---,3
Giấy tờ hợp lệ,_,---,6m,"3,6 tỷ",https://alonhadat.com.vn/-thoat-canh-thue-tro-nha-dep-2-tang-gia-chi-bang-thue-chung-cu-chi-3-6ty-tl--17412868.html,"Đường Số 6, Phường Bình Hưng Hòa B, Quận Bình Tân, Hồ Chí Minh",17412868.0,2,Nhà trong hẻm,10m,38 m2,,,,Cần bán,,4m,,1
Sổ hồng/ Sổ đỏ,_,---,3m,"7,58 tỷ",https://alonhadat.com.vn/ban-nha-phu-nhuan-nha-dep-5-tang-sat-khu-phan-xich-long-full-noi-that-hon-7-ty-xiu-17412865.html,"Đường Phan Tây Hồ, Phường 7, Quận Phú Nhuận, Hồ Chí Minh",17412865.0,5,Nhà trong hẻm,13m,46 m2,---,,---,Cần bán,---,"3,3m",---,5
Sổ hồng/ Sổ đỏ,_,---,3m,"6,45 tỷ",https://alonhadat.com.vn/ban-nha-phu-nhuan-sieu-pham-4-tang-full-noi-that-vao-o-ngay-chi-6-45-ty-17412843.html,"Đường Nguyễn Thượng Hiền, Phường 5, Quận Phú Nhuận, Hồ Chí Minh",17412843.0,4,Nhà trong hẻm,13m,40 m2,---,,---,Cần bán,---,"3,2m",---,4
Sổ hồng/ Sổ đỏ,_,---,3m,"5,68 tỷ",https://alonhadat.com.vn/ban-nha-phu-nhuan-2-tang-khu-vip-phan-xich-long-full-noi-that-nhinh-5-ty-17412830.html,"Đường Phan Xích Long, Phường 2, Quận Phú Nhuận, Hồ Chí Minh",17412830.0,2,Nhà trong hẻm,10m,30 m2,---,,---,Cần bán,---,3m,---,2
Sổ hồng/ Sổ đỏ,_,---,4m,"7,7 tỷ",https://alonhadat.com.vn/ban-nha-binh-thanh-khu-hiem-nha-ban-4-tang-50m2-ngang-5m-sat-q1-chi-7-x-ty-tl-17412814.html,"Đường Xô Viết Nghệ Tĩnh, Phường 21, Quận Bình Thạnh, Hồ Chí Minh",17412814.0,5,Nhà trong hẻm,10m,50 m2,---,,---,Cần bán,---,5m,---,4
Sổ hồng/ Sổ đỏ,_,---,2m,"7,5 tỷ",https://alonhadat.com.vn/tam-trinh-nha-dep-ngo-nong-50m-4t-gia-soc-chi-hon-7-ty-17412859.html,"129.38 Đường Tam Trinh, Phường Mai Động, Quận Hoàng Mai, Hà Nội",17412859.0,4,Nhà trong hẻm,12m,50 m2,,,,Cần bán,---,4m,,4
Sổ hồng/ Sổ đỏ,_,---,2m,"9,1 tỷ",https://alonhadat.com.vn/linh-nam-ngo-thong-sat-pho-72m-2t-gia-dau-tu-nhinh-9-ty-17412378.html,"183.7.3 Đường Lĩnh Nam, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội",17412378.0,2,Nhà trong hẻm,14m,72 m2,,,,Cần bán,---,5m,,2
---,_,---,3m,"3,9 tỷ",https://alonhadat.com.vn/ban-nha-thich-quang-duc-phu-nhuan-3-tang-4-3m-5m-nhinh-3-toi-17412862.html,"Đường Thích Quảng Đức, Phường 5, Quận Phú Nhuận, Hồ Chí Minh",17412862.0,2,Nhà trong hẻm,---,24 m2,---,,,Cần bán,---,---,,2
---,_,---,10m,15 tỷ,https://alonhadat.com.vn/nha-trung-tam-q1-ngay-dai-truyen-hinh-4-tang-kinh-doanh-dinh-15-ty-tl--17412860.html,"Đường Nguyễn Thị Minh Khai, Phường Đa Kao, Quận 1, Hồ Chí Minh",17412860.0,10,Nhà trong hẻm,10m,44 m2,---,,---,Cần bán,---,"4,4m",---,4
---,_,---,0m,"13,5 tỷ",https://alonhadat.com.vn/ban-nha-hem-o-to-tranh-to-hien-thanh-quan-10-88m2-3-tang-kinh-doanh-chi-13-ty-x-17037236.html,"Đường Tô Hiến Thành, Phường 13, Quận 10, Hồ Chí Minh",17037236.0,---,Nhà trong hẻm,---,88 m2,---,,---,Cần bán,---,---,---,---
---,_,---,0m,"4,7 tỷ",https://alonhadat.com.vn/ban-sat-mat-tien-phu-loc-tan-binh-55m2-2-mat-thoang-chi-nhinh-4-ty-17409542.html,"Đường Phú Lộc, Phường 6, Quận Tân Bình, Hồ Chí Minh",17409542.0,---,Nhà trong hẻm,---,55 m2,---,,---,Cần bán,---,---,---,---
Sổ hồng/ Sổ đỏ,_,---,10m,"1,15 tỷ",https://alonhadat.com.vn/ban-dat-view-song-ha-thanh-tho-mong-truc-duong-lien-xa-lo-gioi-10m-thuoc-xa-phuoc-quang-17288593.html,"Xã Phước Quang, Huyện Tuy Phước, Bình Định",17288593.0,---,"Đất thổ cư, đất ở",32m,312 m2,---,,---,Cần bán,---,10m,---,---
Sổ hồng/ Sổ đỏ,Đông Nam,---,40m,"7,1 tỷ",https://alonhadat.com.vn/ban-lo-dat-dac-dia-nhat-vip-nhat-cat-tien-mat-tien-duong-nguyen-nhac-lo-goc-2-mat-tien-16320345.html,"Đường Nguyễn Nhạc, Thị trấn Cát Tiến, Huyện Phù Cát, Bình Định",16320345.0,---,"Đất thổ cư, đất ở",25m,200 m2,---,,---,Cần bán,---,8m,---,---
Sổ hồng/ Sổ đỏ,Đông,---,8m,"39,5 tỷ",https://alonhadat.com.vn/ban-nha-mat-tien-dien-bien-phu-phuong-11-quan-10-dt-6x24m2-ket-cau-2-tang-gia-45-ty-14590944.html,"Đường Lê Văn Sỹ, Phường 13, Quận 3, Hồ Chí Minh",14590944.0,5,"Biệt thự, nhà liền kề",20m,180 m2,,,,Cần bán,,9m,,4
Sổ hồng/ Sổ đỏ,_,---,5m,"53,5 tỷ",https://alonhadat.com.vn/sieu-pham-toa-nha-can-ho-8-tang-tay-ho-long-gio-mat-tien-quyen-luc-9m-120m2-53-5-ty-17381732.html,"Phường Yên Phụ, Quận Tây Hồ, Hà Nội",17381732.0,12,"Nhà hàng, khách sạn",---,120 m2,---,,---,Cần bán,---,9m,---,8
Sổ hồng/ Sổ đỏ,_,---,6m,"11,9 tỷ",https://alonhadat.com.vn/-pho-hoang-mai-mat-pho-kinh-doanh-o-to-vao-nha-6-tang-noi-that-vip-17412851.html,"Đường Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",17412851.0,4,Nhà mặt tiền,---,30 m2,,,,Cần bán,,"3,2m",,6
---,_,---,10m,"1,75 tỷ",https://alonhadat.com.vn/ban-dat-mat-tien-tai-ka7-eatu-phuong-tan-an-17412850.html,"Đường KA7, Xã Ea Tu, Thành phố Buôn Ma Thuột, Đắk Lắk",17412850.0,---,"Đất thổ cư, đất ở",30m,150 m2,---,,---,Cần bán,---,5m,---,---
Sổ hồng/ Sổ đỏ,_,---,5m,"3,95 tỷ",https://alonhadat.com.vn/tap-the-phuong-mai-55m-2pn-2wc-dep-o-ngay-o-to-do-cong-full-noi-that-gia-3-95-ty-17411817.html,"Phố Phương Mai, Phường Phương Mai, Quận Đống Đa, Hà Nội",17411817.0,2,Căn hộ chung cư,---,55 m2,---,,---,Cần bán,---,4m,---,1
Sổ hồng/ Sổ đỏ,_,---,---,"6,55 tỷ",https://alonhadat.com.vn/-hiem-ban-chung-cu-trung-hoa-nhan-chinh-dt98m-3pn-tien-ich-ngap-tran-gia-6-55-ty-17411794.html,"Đường Hoàng Đạo Thúy, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",17411794.0,3,Căn hộ chung cư,---,98 m2,---,Căn hộ chung cư N05 Hoàng Đạo Thúy (xem chi tiết dự án),---,Cần bán,---,5m,---,2
Sổ hồng/ Sổ đỏ,_,---,5m,"4,8 tỷ",https://alonhadat.com.vn/tap-the-pho-thanh-cong-ba-dinh-75m-2pn-2wc-o-to-do-chan-nha-tien-ich-gia-4-8-ty-17411849.html,"Phố Thành Công, Phường Thành Công, Quận Ba Đình, Hà Nội",17411849.0,2,Căn hộ chung cư,---,75 m2,---,Căn hộ chung cư Khu tập thể Thành Công (xem chi tiết dự án),---,Cần bán,---,5m,---,2
Sổ hồng/ Sổ đỏ,_,---,10m,"19,7 tỷ",https://alonhadat.com.vn/phan-lo-o-to-pho-tam-trinh-dt110m-mt6m-sat-pho-phu-hop-xay-cho-thue-gia-19-7-ty-17407980.html,"Đường Tam Trinh, Phường Mai Động, Quận Hoàng Mai, Hà Nội",17407980.0,2,Nhà trong hẻm,---,110 m2,---,,---,Cần bán,---,6m,---,1
Sổ hồng/ Sổ đỏ,_,---,3m,"16,2 tỷ",https://alonhadat.com.vn/nha-duong-lang-dt50mx6t-thang-may-full-noi-that-pccc-doanh-thu-60trieu-th-gia-16-2-ty-17408871.html,"Đường Láng, Phường Láng Hạ, Quận Đống Đa, Hà Nội",17408871.0,11,Nhà trong hẻm,---,50 m2,---,,---,Cần bán,---,4m,---,6
---,_,---,"7,5m",15 tỷ,https://alonhadat.com.vn/mat-tien-luong-nhu-hoc-lo-ke-goc-ngay-cho-nguyen-tri-phuong-kinh-doanh-sam-uat--17408514.html,"Đường Lương Nhữ Hộc, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",17408514.0,3,Nhà mặt tiền,---,105 m2,,,,Cần bán,,"5,5m",,3
---,_,---,"7,5m","8,4 tỷ",https://alonhadat.com.vn/sieu-pham-nha-3-tang-kien-co-mat-tien-le-chan-duong-7m5-sat-tran-thanh-tong-chi-ty-17410721.html,"Đường Lê Chân, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng",17410721.0,3,Nhà mặt tiền,---,70 m2,,,,Cần bán,,---,,3
---,_,---,"7,5m","5,9 tỷ",https://alonhadat.com.vn/mat-tien-vip-tran-thai-tong-ngay-le-trong-tan-nha-moi-dep-vua-o-vua-kinh-doanh--17411448.html,"Đường Trần Thái Tông, Phường An Khê, Quận Thanh Khê, Đà Nẵng",17411448.0,3,Nhà mặt tiền,---,60 m2,,,,Cần bán,,6m,,3
---,_,---,"7,5m","9,8 tỷ",https://alonhadat.com.vn/ban-nha-3-mat-tien-duong-nguyen-hoang-vi-tri-vip-kinh-doanh-sam-uat-ngang-hon-6m-no-hau-17410805.html,"Đường Nguyễn Hoàng, Phường Phước Ninh, Quận Hải Châu, Đà Nẵng",17410805.0,2,Nhà mặt tiền,---,62 m2,,,,Cần bán,,"6,54m",,2
---,_,---,5m,"28,8 tỷ",https://alonhadat.com.vn/ban-gap-chung-cu-mini-ngo-79-cau-giay-115m2-doanh-thu-170-trieu-th-full-do-gia-28-8-ty--17412847.html,"Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",17412847.0,30,"Phòng trọ, nhà trọ",---,115 m2,---,,---,Cần bán,---,---,---,7
Sổ hồng/ Sổ đỏ,_,---,10m,"7,35 tỷ",https://alonhadat.com.vn/nha-mat-tien-4-tang-duong-10m-tan-thoi-hiep-14-quan-12-74m2-4x19-gan-sieu-thi-metro--16626507.html,"Đường Tân Thới Hiệp 14, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh",16626507.0,4,Nhà mặt tiền,19m,74 m2,,,,Cần bán,,4m,,4
Sổ hồng/ Sổ đỏ,_,---,3m,"4,85 tỷ",https://alonhadat.com.vn/nha-full-noi-that-chau-au-an-cu-lac-nghiep-le-duc-tho-go-vap-17412846.html,"Đường Lê Đức Thọ, Phường 16, Quận Gò Vấp, Hồ Chí Minh",17412846.0,2,Nhà trong hẻm,"10,5m",42 m2,---,,---,Cần bán,---,4m,---,2
Sổ hồng/ Sổ đỏ,_,---,3m,"7,3 tỷ",https://alonhadat.com.vn/ngo-thong-ba-gac-dua-40m-ra-o-to-tranh-khung-cot-kien-co-len-tang-thoai-mai--17406632.html,"Đường Hoàng Hoa Thám, Phường Cống Vị, Quận Ba Đình, Hà Nội",17406632.0,2,Nhà trong hẻm,9m,37 m2,,,,Cần bán,---,4m,,3
Sổ hồng/ Sổ đỏ,Tây Bắc,---,8m,"2,1 tỷ",https://alonhadat.com.vn/ms-linh-sieu-hiem-nha-dan-tu-xay-mat-duong-ho-da-so-dau-gia-chi-2-2-ty-gan-50m2-16206864.html,"Đường Hồ Đá, Phường Sở Dầu, Quận Hồng Bàng, Hải Phòng",16206864.0,2,Nhà mặt tiền,---,46 m2,---,,---,Cần bán,---,5m,---,3
Sổ hồng/ Sổ đỏ,Bắc,---,20m,"5,6 tỷ",https://alonhadat.com.vn/ms-linh-ban-lo-dat-mat-duong-208-doan-phia-nguyen-duc-canh-an-dong-an-duong-16191215.html,"Đường 208, Phường An Đồng, Quận An Dương, Hải Phòng",16191215.0,---,"Đất thổ cư, đất ở",---,80 m2,---,,---,Cần bán,---,"4,2m",---,---
Sổ hồng/ Sổ đỏ,_,---,5m,"3,59 tỷ",https://alonhadat.com.vn/hiem-ban-dat-view-kenh-2-mat-tien-139m2-ngang-5m-xe-hoi-thong-vinh-phu-nhinh-3-ty-tl-tl-17410320.html,"Đường Vĩnh Phú 38A, Phường Vĩnh Phú, Thành phố Thuận An, Bình Dương",17410320.0,---,"Đất thổ cư, đất ở",28m,139 m2,---,,---,Cần bán,,5m,---,---
Sổ hồng/ Sổ đỏ,Đông Nam,---,6m,"6,8 tỷ",https://alonhadat.com.vn/lo-dat-ngang-5m5-hem-rong-3-oto-tranh-nhau-khu-vuc-gan-bien-bai-sau-gia-tot-chi-6ty8-16208726.html,"Đường Trần Bình Trọng, Phường 8, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",16208726.0,---,Nhà trong hẻm,19m,105 m2,---,,---,Cần bán,---,"5,5m",---,---
Sổ hồng/ Sổ đỏ,_,---,"2,5m","10,8 tỷ",https://alonhadat.com.vn/ban-nha-ham-nghi-vi-tri-hiem-10m-ra-pho-san-noi-that-dt-40m2-5-tang-nhinh-10-ty-17410267.html,"Đường Hàm Nghi, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",17410267.0,4,Nhà trong hẻm,---,40 m2,---,,---,Cần bán,---,4m,---,4
Sổ hồng/ Sổ đỏ,_,---,15m,"10,6 tỷ",https://alonhadat.com.vn/ban-can-ho-cao-cap-tai-the-zei-le-duc-tho-tang-trung-view-dep-co-slot-o-to-17410156.html,"Đường Lê Đức Thọ, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",17410156.0,2,Căn hộ chung cư,---,88 m2,---,Căn hộ chung cư The Zei (xem chi tiết dự án),---,Cần bán,---,10m,---,1
Sổ hồng/ Sổ đỏ,_,---,7m,"17,1 tỷ",https://alonhadat.com.vn/ban-nha-phan-lo-cau-giay-o-to-tranh-kinh-doanh-20m-ra-pho-45m2-5-tang-gia-17-ty-17038299.html,"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",17038299.0,5,Nhà trong hẻm,---,45 m2,---,,---,Cần bán,---,4m,---,5
Sổ hồng/ Sổ đỏ,_,---,7m,17 tỷ,https://alonhadat.com.vn/ban-nha-phan-lo-nghia-do-cau-giay-o-to-tranh-kinh-doanh-15m-ra-pho-gia-17-ty-17038259.html,"Phố Nghĩa Đô, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",17038259.0,6,Nhà trong hẻm,---,46 m2,---,,---,Cần bán,---,"3,9m",---,5
Sổ hồng/ Sổ đỏ,_,---,5m,"13,5 tỷ",https://alonhadat.com.vn/phan-lo-nghia-do-cau-giay-nha-dep-o-to-ngo-thong-gan-pho-40m2-6-tang-13-ty-17031982.html,"Phố Trần Cung, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",17031982.0,4,Nhà trong hẻm,---,40 m2,---,,---,Cần bán,---,4m,---,6
Sổ hồng/ Sổ đỏ,Bắc,---,8m,"9,5 tỷ",https://alonhadat.com.vn/-ban-dat-duong-a-cu-ebur-phuong-buon-ma-thuot-dien-tich-19-36-tc-200-m-gia-9-5ty-17031048.html,"Đường A, Xã Cư Êbur, Thành phố Buôn Ma Thuột, Đắk Lắk",17031048.0,---,"Đất thổ cư, đất ở",36m,648 m2,---,,---,Cần bán,---,19m,---,---
---,_,---,15m,"13,5 tỷ",https://alonhadat.com.vn/can-sang-nhuong-lai-khach-san-dang-kinh-doanh-gan-benh-vien-thanh-pho-khu-nguyen-son-16843713.html,"Đường Nguyễn Sơn, Phường Tân Lợi, Thành phố Buôn Ma Thuột, Đắk Lắk",16843713.0,16,"Nhà hàng, khách sạn",20m,120 m2,,,,Cần bán,,6m,,5
Sổ hồng/ Sổ đỏ,_,---,24m,"21,9 tỷ",https://alonhadat.com.vn/-ban-nha-goc-2-mat-tien-duong-tran-nhat-duat-dt-11-4x10m-tho-cu-100-gia-23-9-ty-16853627.html,"Đường Trần Nhật Duật, Phường Tân Lợi, Thành phố Buôn Ma Thuột, Đắk Lắk",16853627.0,2,Nhà mặt tiền,10m,110 m2,---,,,Cần bán,,11m,,2
Sổ hồng/ Sổ đỏ,_,---,50m,34 tỷ,https://alonhadat.com.vn/-biet-thu-mat-tien-le-duan-dien-tich-665-m-gia-34-ty-16854589.html,"Đường Lê Duẩn, Phường Tân Thành, Thành phố Buôn Ma Thuột, Đắk Lắk",16854589.0,3,"Biệt thự, nhà liền kề",41m,665 m2,,,,Cần bán,,17m,,3
Sổ hồng/ Sổ đỏ,Đông Nam,---,18m,"14,5 triệu",https://alonhadat.com.vn/-nha-mat-tien-kinh-doanh-duong-ngo-quyen-vi-tri-kinh-doanh-dac-dia-5-20-gia-14-5ty-17411970.html,"Đường Ngô quyền, Phường Tân Lợi, Thành phố Buôn Ma Thuột, Đắk Lắk",17411970.0,3,Nhà mặt tiền,20m,120 m2,---,,,Cần bán,,5m,,3
Sổ hồng/ Sổ đỏ,Đông,---,18m,"6,9 tỷ",https://alonhadat.com.vn/-dat-mat-tien-duong-y-nue-phuong-ea-tam-6-70c-gia-chi-6-9ty-16851298.html,"Đường Y Nuê, Phường Ea Tam, Thành phố Buôn Ma Thuột, Đắk Lắk",16851298.0,---,"Đất thổ cư, đất ở",70m,420 m2,---,,---,Cần bán,---,6m,---,---
Sổ hồng/ Sổ đỏ,Nam,---,15m,"2,9 tỷ",https://alonhadat.com.vn/-dat-duong-y-linh-nie-khu-tan-phong-dt-5x24m-tho-cu-100-huong-nam-gia-2-9-ti-17409590.html,"Đường Y Linh Niê Kdăm, Phường Tân Lập, Thành phố Buôn Ma Thuột, Đắk Lắk",17409590.0,---,"Đất thổ cư, đất ở",24m,120 m2,---,,---,Cần bán,---,5m,---,---
Sổ hồng/ Sổ đỏ,Đông,---,9m,"4,6 tỷ",https://alonhadat.com.vn/-ban-dat-biet-thu-hem-nguyen-thai-binh-dt-18x35m-tho-cu-75-m-huong-dong-4-6-ty--17409754.html,"Đại Lộ Đông Tây, Phường Tân Lập, Thành phố Buôn Ma Thuột, Đắk Lắk",17409754.0,---,"Đất thổ cư, đất ở",35m,707 m2,---,,---,Cần bán,---,18m,---,---
Sổ hồng/ Sổ đỏ,Tây Bắc,---,17m,"4,69 tỷ",https://alonhadat.com.vn/-ban-lo-dat-duong-truong-quang-tuan-khu-le-vu-5-15-4-690tr-17409186.html,"Đường Trương Quang Tuân, Phường Tân Lập, Thành phố Buôn Ma Thuột, Đắk Lắk",17409186.0,---,"Đất thổ cư, đất ở",15m,75 m2,---,,---,Cần bán,---,5m,---,---
---,_,---,8m,"3,99 tỷ",https://alonhadat.com.vn/-ban-nha-me-lung-hem-50-dong-khoi-tan-loi-buon-ma-thuot-5-25-3-990tr-17409343.html,"Đường Đồng Khởi, Phường Tân Lợi, Thành phố Buôn Ma Thuột, Đắk Lắk",17409343.0,3,Nhà trong hẻm,25m,125 m2,---,,---,Cần bán,---,5m,---,2
Sổ hồng/ Sổ đỏ,_,---,8m,"16,8 tỷ",https://alonhadat.com.vn/ban-nha-duong-so-30-phuong-6-go-vap-520m2-5-tang-21-phong-17412840.html,"Đường số 30, Phường 6, Quận Gò Vấp, Hồ Chí Minh",17412840.0,21,"Phòng trọ, nhà trọ",24m,144 m2,,,---,Cần bán,---,6m,,4
Sổ hồng/ Sổ đỏ,_,---,5m,"46,9 tỷ",https://alonhadat.com.vn/pho-vip-hiem-thai-ha-dong-da-gara-2-o-to-kinh-doanh-120m2-6-tang-thang-may-mat-tien-5-5-m-17030446.html,"Phố Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",17030446.0,6,Nhà trong hẻm,---,120 m2,,,,Cần bán,,"5,41m",,6
Sổ hồng/ Sổ đỏ,_,---,3m,2 tỷ,https://alonhadat.com.vn/ban-nha-hem-le-thi-bach-cat-quan-11-31m2-17412839.html,"Đường Lê Thị Bạch Cát, Phường 11, Quận 11, Hồ Chí Minh",17412839.0,1,Nhà trong hẻm,9m,31 m2,---,,---,Cần bán,---,"3,5m",---,1
---,_,---,6m,"7,2 tỷ",https://alonhadat.com.vn/-nha-4-tang-khu-phan-lo-dong-bo-duong-ha-huy-giap-phuong-thanh-loc-quan-12-dt-60m-7-2-ty-16601605.html,"Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",16601605.0,4,Nhà trong hẻm,15m,60 m2,,,,Cần bán,,4m,,4
Sổ hồng/ Sổ đỏ,_,---,4m,"8,1 tỷ",https://alonhadat.com.vn/-nha-3-tang-duong-tl27-phuong-thanh-loc-quan-12-dt-104m2-6x16-8-1ty-tl-16601668.html,"Đường Thạnh Lộc 27, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",16601668.0,4,Nhà trong hẻm,16m,104 m2,,,,Cần bán,---,6m,,3
Sổ hồng/ Sổ đỏ,_,---,7m,"6,5 tỷ",https://alonhadat.com.vn/-nha-c4-duong-tl40-phuong-thanh-loc-quan-12-dt-158-7x23-duong-6m-6-5ty--16601889.html,"Đường Thạnh Lộc 40, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",16601889.0,1,Nhà mặt tiền,23m,158 m2,---,,,Cần bán,,7m,,1
Sổ hồng/ Sổ đỏ,_,---,6m,"9,3 tỷ",https://alonhadat.com.vn/-dat-tho-cu-duong-tx31-phuong-thanh-xuan-q12-dt-187m2-5x38-hem-6m-9-3ty--17412820.html,"Đường Thống Nhất, Phường 15, Quận Gò Vấp, Hồ Chí Minh",17412820.0,---,"Đất thổ cư, đất ở",38m,187 m2,---,,---,Cần bán,---,3m,---,---
Sổ hồng/ Sổ đỏ,_,---,"3,5m","6,1 tỷ",https://alonhadat.com.vn/-nha-2-tang-duong-thong-nhat-ph15-q-go-vap-dt-56m2-6x9-3-hem-o-to-6-1ty--17412787.html,"Đường Thống Nhất, Phường 15, Quận Gò Vấp, Hồ Chí Minh",17412787.0,2,Nhà trong hẻm,"9,3m",56 m2,---,,---,Cần bán,---,6m,---,2
Sổ hồng/ Sổ đỏ,_,---,6m,110 tỷ,https://alonhadat.com.vn/-dat-tho-cu-duong-tx16-phuong-thanh-xuan-q12-dt-2-507m2-41-5-x-65-hem-6m-110ty--17412800.html,"Đường Thạnh Xuân 18, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",17412800.0,---,"Đất thổ cư, đất ở",65m,2.507 m2,---,,---,Cần bán,---,"45,5m",---,---
Sổ hồng/ Sổ đỏ,_,---,3m,"5,1 tỷ",https://alonhadat.com.vn/-nha-3-tang-duong-thong-nhat-ph15-q-go-vap-dt-52m2-4x15-hem-o-to-5-1ty--17412736.html,"Đường Thống Nhất, Phường 15, Quận Gò Vấp, Hồ Chí Minh",17412736.0,4,Nhà trong hẻm,14m,52 m2,---,,---,Cần bán,---,4m,---,3
Sổ hồng/ Sổ đỏ,_,---,6m,14 tỷ,https://alonhadat.com.vn/-nha-4-tang-duong-thong-nhat-ph15-q-go-vap-dt-190m2-5-5-6-5-x-33-hem-o-to-14ty-17412755.html,"Đường Thống Nhất, Phường 15, Quận Gò Vấp, Hồ Chí Minh",17412755.0,3,Nhà trong hẻm,33m,190 m2,---,,---,Cần bán,---,"5,5/5,6m",---,4
Sổ hồng/ Sổ đỏ,_,---,12m,"11,5 tỷ",https://alonhadat.com.vn/-dat-tho-cu-duong-ha-huy-giap-p-thanh-xuan-quan-12-dt-150m2-5x29-duong-12m-12-3ty--16618440.html,"Đường Hà Huy Giáp, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",16618440.0,---,"Đất thổ cư, đất ở",29m,150 m2,---,,---,Cần bán,---,5m,---,---
Sổ hồng/ Sổ đỏ,_,---,20m,20 tỷ,https://alonhadat.com.vn/-nha-c4-mt-duong-tx25-phuong-thanh-xuan-quan-12-dt-240m2-8x30-duong-20m-20ty--16618448.html,"Đường Hà Huy Giáp, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",16618448.0,4,Nhà mặt tiền,30m,240 m2,---,,,Cần bán,,8m,,1
Sổ hồng/ Sổ đỏ,_,---,60m,"16,5 tỷ",https://alonhadat.com.vn/-nha-c4-duong-ql1a-phuong-thanh-xuan-quan-12-dt-740m2-14x46-duong-60m-16-5ty--16618462.html,"Đường Quốc Lộ 1A, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",16618462.0,5,Nhà mặt tiền,46m,740 m2,---,,,Cần bán,,14m,,1
Sổ hồng/ Sổ đỏ,_,---,8m,20 tỷ,https://alonhadat.com.vn/-dat-tho-cu-duong-tx25-phuong-thanh-xuan-quan-12-dt-540m2-17x33-duong-8m-19-9ty--16618478.html,"Đường Thạnh Xuân 25, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",16618478.0,---,"Đất thổ cư, đất ở",33m,540 m2,---,,---,Cần bán,---,17m,---,---
Sổ hồng/ Sổ đỏ,_,---,3m,"3,6 tỷ",https://alonhadat.com.vn/-nha-cap4-khu-nam-long-ngay-nga-tu-ga-duong-ql1a-phuong-thanh-xuan-quan-12-3-6ty--16618493.html,"Đường Quốc Lộ 1A, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",16618493.0,2,Nhà trong hẻm,19m,79 m2,---,,---,Cần bán,---,5m,---,1
Sổ hồng/ Sổ đỏ,_,---,8m,"39,79 tỷ",https://alonhadat.com.vn/ban-gap-biet-thu-cau-giay-lo-goc-180m-5-tang-thang-may-39-79-ty-15138842.html,"Đường Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",15138842.0,4,"Biệt thự, nhà liền kề",---,180 m2,,,,Cần bán,,8m,,5
Sổ hồng/ Sổ đỏ,_,---,6m,"17,5 tỷ",https://alonhadat.com.vn/xe-hoi-vao-nha-thich-quang-duc-85m2-nha-5-tang-6pn-gan-mat-tien-o-ngay-chi-17-5-ty-tl-17410927.html,"Đường Thích Quảng Đức, Phường 5, Quận Phú Nhuận, Hồ Chí Minh",17410927.0,6,Nhà trong hẻm,20m,85 m2,,,,Cần bán,,"4,2m",,5
